Habitat	motility	spore production	Genus name	species name	strain name
seawater	non-motile	no	Deinococcus	aquatilis	CCUG 53370
other	non-motile	no	Streptococcus	Streptococcus porci	Mar-23
other	non-motile	no	Streptococcus	porci	Mar-23
other	non-motile	no	Streptococcus	porci	Mar-23
other	flagella	no	Halomonas	Halomonas stevensii	S18214
other	flagella	no	Halomonas	stevensii	S18214
other	flagella	no	Halomonas	Halomonas hamiltonii	W1025
other	flagella	no	Halomonas	hamiltonii	W1025
other	flagella	no	Halomonas	johnsoniae	T68687
other	flagella	no	Halomonas	Halomonas johnsoniae	T68687
plant associated	__motile, but unspecified structure__	no	Kushneria	aurantia	A10T
other	__motile, but unspecified structure__	not indicated	Enterovibrio	nigricans	DAl1-1-5T
other	non-motile	no	Haloterrigena	salina	XH-65
__freshwater (river, lake, pond)__	flagella	not indicated	Ectothiorhodospira	variabilis	WN22T
marine sediment	flagella	not indicated	Phaeobacter	caeruleus	LMG 24369T
other	non-motile	yes	Micromonospora 	Micromonospora pisi	GUI 15
plant associated	non-motile	yes	Micromonospora	pisi	GUI 15
wastewater	non-motile	no	Desulfovibrio	marrakechensis	EMSSDQ4 T
__freshwater sediment (river, lake, pond__	non-motile	no	Acidisoma	tundrae	WM1T
__freshwater sediment (river, lake, pond__	non-motile	no	Acidisoma	sibiricum	TPB606T
soil	flagella	not indicated	Rhodopseudomonas	parapalustris	JA310
other	non-motile	no	Arcicella	rosea	TW5T
other	__motile, but unspecified structure__	no	Microbacterium	invictum	DC-200T
marine sediment	flagella	no	Shewanella	vesiculosa	M7T
soil		yes	Actinocatenispora	rupis	CS5-AC17T
other	non-motile	no	Nocardioides	hungaricus	1RaM5-12T
other	__motile, but unspecified structure__	no	Bacillus	Bacillus halochares	MSS4
other	__motile, but unspecified structure__	no	Bacillus	halochares	MSS4
other	non-motile	not indicated	Chryseobacterium	anthropi	NF 1366T
other	flagella	no	Loktanella 	Loktanella pyoseonensis	JJM85
other	flagella	no	Loktanella	pyoseonensis	JJM85
other	non-motile	no	Deinobacterium	chartae	K4.1T
seawater	non-motile	no	Pleionea	mediterranea	MOLA115
other	not indicated	yes	Saccharopolyspora	rosea	IMMIB L-1070T
marine sediment	non-motile	no	Promicromonospora	flava	CC 0387T
other	flagella	not indicated	Sphingobium	vermicomposti	VC-230T
wastewater	__motile, but unspecified structure__	not indicated	Lysobacter	concretionis	Ko07T
other	non-motile	yes	Saccharofermentans 	acetigenes	P6
__freshwater sediment (river, lake, pond__	non-motile	not indicated	Methylosarcina	lacus	LW14T
other	not indicated	no	Mycobacterium	boenickei	ATCC 49935T
other	not indicated	no	Mycobacterium	neworleansense	ATCC 49404T
other	not indicated	no	Mycobacterium	brisbanense	ATCC 49938T
other	not indicated	no	Mycobacterium	houstonense	ATCC 49403T
human - mouth	non-motile	no	Leptotrichia	wadei	LB 16T
human - mouth	non-motile	no	Leptotrichia	hofstadii	LB 23T
human - mouth	non-motile	no	Leptotrichia	shahii	LB 37T
other	non-motile	no	Leptotrichia	goodfellowii	LB 57T
soil	flagella	yes	Bacillus	macyae	JMM-4T
other	flagella	yes	Geobacillus	lituanicus	N-3T
other	flagella	yes	Geobacillus	lituanicus	N-3T
other	non-motile	no	Rickettsia	tamurae	AT-1
soil	non-motile	yes	Saccharothrix	algeriensis	SA 233T 
other	non-motile	not indicated	Ancylobacter	rudongensis	AS1.1761T
other	non-motile	no	microbacterium	ulmi	XIL02T
hotspring	flagella	no	Anaerobranca	californiensis	PAOHA-1T
soil	non-motile	yes	Streptomyces	koyangensis	VK-A60T
soil	non-motile	yes	Lechevalieria	fradiae	Z6T 
other	flagella	yes	Virgibacillus	sediminis	YIM kkny3T
hypersaline environment	__motile, but unspecified structure__	yes	Virgibacillus	kekensis	YIM kkny16
other	__motile, but unspecified structure__	no	Petrotoga	mexicana	MET12T
other	non-motile	no	Bacteroides	massiliensis	B84634T
soil	non-motile	yes	Amycolatopsis	regifaucium	GY080T
soil	non-motile	not indicated	Amycolatopsis	thermophila	GY088
plant associated	not indicated	no	Erwinia	papayae	CFBP5189T
__freshwater (river, lake, pond)__		yes	Saccharothrix	xinjiangensis	PYX-6T
__freshwater (river, lake, pond)__	flagella		Kinneretia	Kinneretia asaccharophila	KIN192
__freshwater (river, lake, pond)__	flagella	not indicated	Kinneretia	asaccharophila	 KIN192
seawater	__motile, but unspecified structure__	not indicated	Neptuniibacter	caesariensis	MED92T
seawater	__motile, but unspecified structure__	not indicated	Bermanella	marisrubri	RED65T
hotspring	non-motile	no	Ferrithrix	thermotolerans	Y005T
__freshwater sediment (river, lake, pond__	flagella	not indicated	Paucibacter	toxinivorans	2C20T
__freshwater sediment (river, lake, pond__	non-motile	no	Polaromonas	naphthalenivorans 	CJ2T 
other	flagella	yes	Paenibacillus	barengoltzii	SAFN-016
other	flagella	yes	Paenibacillus	pasadenensis	SAFN-007
other	non-motile	no	Leuconostoc	pseudoficulneum	LC51
other	flagella	no	Phaeobacter	inhibens	T5
food product	__motile, but unspecified structure__	not indicated	Vagococcus	carniphilus	1843-02T
other	flagella	no	Sulfitobacter	dubius	KMM3554T
other	non-motile	no	Sulfitobacter	delicatus	KMM3584T
marine sediment	non-motile	no	Desulfatibacillum	aliphaticivorans	CV2803T
marine sediment	non-motile	no	Thalassospira	profundimaris	WP0211T
soil	non-motile	no	Geobacter	bemidjiensis	BemT
marine sediment	gliding	no	Formosa 	agariphila	KMM 3901
plant endophyte	gliding	no	Algibacter	lectus	KMM 3902T
seawater	non-motile	no	Paracoccus	haeundaensis	BC74171T
wastewater	flagella	no	Thalassospira	xiamenensis	M-5T
other	flagella	no	Shewanella	gaetbuli	TF-27T
hypersaline environment	flagella	yes	Marinibacillus	campisalis	SF-57T
hotspring	flagella	yes	Geobacillus 	gargensis	GaT 
marine sediment	flagella	no	Thalassomonas	ganghwensis	JC2041T
seawater	non-motile	not indicated	Kordia	algicida	OT-1T
other	__motile, but unspecified structure__	yes	Bacillus	tequilensis	10b
marine sediment	flagella	no	Aestuariibacter	salexigens	JC2042T
marine sediment	flagella	no	Aestuariibacter	halophilus	JC2043T
other	__motile, but unspecified structure__	yes	Paenibacillus	favisporus	GMP01T
other	not indicated	not indicated	Mycobacterium	saskatchewanense	00-250T
soil	not indicated	yes	Streptomyces	africanus	CPJVR-HT
marine sediment	non-motile	no	Kocuria	marina	KMM 3905T
other	non-motile	no	Ancylobacter	vacuolatus	DSM 1277
other	non-motile	no	Ancylobacter	polymorphus	DSM 2457
other	flagella	no	Petrobacter	succinatimandens 	4BONT
plant endophyte	flagella	yes	Burkholderia	unamae	MTl-641T
soil	__motile, but unspecified structure__	no	Nesterenkonia	halotolerans	YIM70084T
soil	non-motile	no	Corynebacterium	halotolerans	YIM70093T
soil	non-motile	no	Nesterenkonia	xinjiangensis	YIM70097T
seawater	gliding	no	Formosa	algae	KMM3553T
plant associated	non-motile	no	Brevibacterium	celere	KMM3637T
soil	non-motile	no	Yania	Halotolerans	70085T
other	flagella		Treponema	berlinense	7CPL208T
soil	non-motile	yes	Nocardiopsis	alkaliphila	YIM 80379T
other	not indicated	not indicated	Streptococcus	minor	21734T
other	not indicated	not indicated	Rhodococcus	gordoniae	W 4937T
hypersaline environment	non-motile	yes	Streptomyces	sodiiphilus	YIM 80305T
wastewater	non-motile	no	Tsukamurella	pseudospumae	N1176T
seawater	non-motile	no	Marinobacter	Adhaerens	HP15
plant associated	gliding	no	Ulvibacter	litoralis	KMM 3912T
soil	flagella	not indicated	Halomonas	boliviensis	LC1T
other	flagella	yes	Tepidibacter	Formicigenes	DV1184T
hotspring	__motile, but unspecified structure__	yes	Anoxybacillus	kestanbolensis	K4T
plant endophyte	flagella	no	Methylobacterium	populi	BJ001T
other	non-motile	no	Lactobacillus	kalixensis	Kx127A2T
other	non-motile	no	Lactobacillus	antri	Kx146A4T
other	non-motile	no	Lactobacillus	ultunensis	Kx146C1T
plant associated	non-motile		Kribbella	solani	DSA1T
soil	non-motile		Kribbella	jejuensis	HD9T
other	flagella	not indicated	Vibrio	hispanicus	LMG 13240T 
other	flagella	not indicated	Bartonella	chomelii	A828T
other	not indicated	not indicated	mycobacterium	canariasense	502329T
other	non-motile	no	Lactobacillus	saerimneri	GDA154T
food product	__motile, but unspecified structure__	yes	Paenibacillus	lactis	MB1871T
other	non-motile	no	Vibrio	gallicus	CIP107863T
other	flagella	no	Marinobacter	algicola	DG893
soil	non-motile	not indicated	Amycolatopsis	plumensis	SBHS Strp1T
soil	not indicated	yes	Streptomyces	ferralitis	SFOp68T
other	flagella	no	Thermovibrio	ammoni•ÂÅcans	HB-1T
soil	flagella		Chitinibacter	tainanensis	S1T
estuarine sediment	non-motile	no	Hongiella	mannitolivorans 	JC2050T
estuarine sediment	non-motile	no	Hongiella	halophila	JC2051T
estuarine sediment	non-motile	no	Hongiella	ornithinivorans	JC2052T
marine sediment	flagella	no	Desulfofaba	fastidiosa	P2T
plant associated	non-motile		Arenibacter	certesii	KMM 3941T
marine sediment	non-motile	no	Maribacter	sedimenticola	KMM 3903T
seawater	non-motile	no	Maribacter	orientalis	KMM 3947T
seawater	non-motile	no	Maribacter	aquivivus	KMM 3949T
plant associated	non-motile	no	Maribacter	ulvicola	KMM 3951T
other	non-motile	no	Guggenheimella	bovis	OMZ913T
other	non-motile	no	Xylanibacterium	ulmi	XIL08T
soil	non-motile	yes	Streptomyces	hebeiensis	YIM001T
human - mouth	non-motile	no	Scardovia	wiggsiae	Scardovia wiggsiae
human - mouth	non-motile	no	Scardovia	wiggsiae	C1A_55T
human - mouth	non-motile	no	Scardovia	wiggsiae	C1A_55
soil	not indicated	not indicated	Collimonas	pratensis	Ter91
soil	not indicated	not indicated	Collimonas	arenae	Ter10
soil	non-motile	not indicated	Nocardia	neocaledoniensis	SBHROA6T
bioreactor	flagella	no	Syntrophomonas	curvata	GB8-1T
bioreactor	__motile, but unspecified structure__	no	Ethanoligenens	harbinense	YUAN-3
plant associated	flagella	not indicated	Methylobacillus	pratensis	F31T
other	non-motile	no	Cellulomonas	Xylanilytica	XIL11T
other	flagella	no	arcobacter	thereius	LMG 24486T
soil		yes	Streptomyces	glauciniger	FXJ14T
soil	not indicated	yes	Streptomyces	jietaisiensis	FXJ46T
hypersaline environment	flagella	yes	Tenuibacillus	multivorans	28-1T
hypersaline environment	non-motile	yes	Lentibacillus	halodurans	8-1T
human - mouth	flagella	no	Oribacterium	sinus	AIP 354.02T
other	flagella	yes	Paenibacillus	massiliensis	2301065T
other	flagella	yes	Paenibacillus	sanguinis	2301083T
other	flagella	yes	Paenibacillus	 timonen	2301032T
marine sediment	__motile, but unspecified structure__	not indicated	Shewanella	donghaensis	LT17T
other	not indicated	no	Cryptanaerobacter	phenolicus	LR7.2T
soil	non-motile	no	Nocardia	xishanensis	276T
soil	non-motile	yes	Nocardiopsis	valliformis	HBUM 20028
soil	non-motile	yes	Nocardiopsis	ganjiahuensis	HBUM 20038
human - mouth	non-motile	not indicated	mycobacterium	parascrofulaceum	HSC68T
hotspring	gliding	not indicated	Spirochaeta	perfilievii	P
hotspring	flagella	not indicated	Spirochaeta	perfilievii	PT
other	gliding	not indicated	Spirochaeta	perfilievii	Spirochaeta perfilievii
other	non-motile	no	Aeriscardovia	aeriphila	T6T
other	non-motile	no	Bifidobacterium	psychraerophilum	T16T
soil	__motile, but unspecified structure__	not indicated	Chromobacterium	subtsugae	PRAA4-1T
hotspring	flagella	yes	Thermoanaerobacterium	aciditolerans	761-119T
other	non-motile	no	Prevotella	bergensis	94067913
hypersaline environment	flagella	yes	Halobacillus	dabanensis	D-8T
estuarine water	flagella	no	Shewanella	affinis	KMM 3587T
hypersaline environment		yes	Myceligenerans	xiligouense	XLG9A10.2T
wastewater	flagella	no	Desulfovibrio	bastinii	SRL4225T
other	non-motile	no	Labrys	portucalensis	F11
soil	flagella		Hydrocarboniphaga	effusa	AP103T
soil	__motile, but unspecified structure__	yes	Pseudomonas	lutea	OK2T
other	not indicated	yes	Salinispora	tropica	CNB-440T
soil	non-motile	yes	Salinispora 	arenicola	CNH-643T
other	non-motile	no	Klugiella	xanthotipulae	44C3
plant associated			Bradyrhizobium	betae	PL7HG1T
other	not indicated	yes	Bacillus	macauensis	ZFHKF-1
hypersaline environment	non-motile	yes	Nocardiopsis	salina	YIM90010T
hypersaline environment	flagella		Chromohalobacter	sarecensis	LV4T
soil	non-motile	no	Citricoccus	alkalitolerans	YIM 70010T
soil	non-motile	no	Microbacterium	halotolerans	YIM 70130T
hypersaline environment	non-motile	yes	Bacillus	bogoriensis	LBB3T
estuarine sediment	non-motile	no	Microbulbifer	maritimus	TF-17T
hypersaline environment	flagella	no	Halomonas	koreensis	SS20T
seawater	non-motile	no	Serinicoccus	marinus	JC1078T
other	non-motile	not indicated	Parvibaculum	lavamentivorans	DS-1T
seawater	flagella	no	Pseudoalteromonas	aliena	SW19T
other		not indicated	Enterococcus	hermanniensis	LMG12317T
estuarine sediment	non-motile	no	Nocardioides	ganghwensis	JC2055T
estuarine sediment	non-motile	no	Nocardioides	aestuarii	JC2056T
seawater	non-motile	no	Oceanicola	granulosus	HTCC2516T
seawater	non-motile	no	Oceanicola	batsensis	HTCC2597T
seawater	non-motile	no	Robiginitalea	biformata	HTCC2501T
hotspring		yes	Alicyclobacillus	vulcanalis	CsHg2T
soil	not indicated	no	Actinoalloteichus	spitiensis	RMV-1378T
plant associated	non-motile	no	Agromyces	ulmi	XJLO1T
built environment	flagella	yes	Paenibacillus	xylanilyticus	XIL14T
estuarine sediment	flagella	no	Alteromonas	litorea	TF-22T
bioreactor	flagella	no	Rhizobium	daejeonense	L61T
other	__motile, but unspecified structure__	no	Planococcus	stackebrandtii	K22-03T
soil	non-motile	yes	Kitasatospora	nipponensis	HKI0315T
soil	non-motile	yes	Kitasatospora	arboriphila	HKI0189T
soil	non-motile	yes	Kitasatospora	gansuensis	HKI0314T
soil	non-motile	yes	Kitasatospora	terrestris	HKI0186T
soil	non-motile	yes	Kitasatospora	paranensis	HKI0190T
food product	__motile, but unspecified structure__	no	Bacillus	farraginis	R-6540T 
food product	__motile, but unspecified structure__	yes	Bacillus	fortis	R-6514T 
other	__motile, but unspecified structure__	yes	Bacillus	fordii	R-7190T
other	non-motile	no	Psychrobacter	arcticus	273-4
hypersaline environment	non-motile	no	Muricauda	flavescens	SW-62T
hypersaline environment	non-motile	no	Muricauda	flavescens	SW-62T
hypersaline environment	non-motile	no	Muricauda	flavescens	SW-62T
hypersaline environment	non-motile	no	Muricauda	aquimarina	SW-63T
marine sediment	flagella	no	Shewanella	profunda	LT13aT
food product	non-motile	no	Lactobacillus	suntoryeus	SAT
plant associated	flagella	no	Sphingomonas	phyllosphaerae	FA2T
estuarine water	non-motile	no	Erythrobacter	aquimaris	SW110T
soil	not indicated	yes	Glycomyces	lechevalierae	NRRL B-16149T
soil	not indicated	yes	Glycomyces	arizonensis	NRRL B-16153T
soil	not indicated	yes	Glycomyces	algeriensis	NRRL B-16327T
seawater	flagella	no	Shewanella	marisflavi	SW-117T
seawater	flagella	no	Shewanella	aquimarina	SW-120T
seawater	flagella	not indicated	Pseudovibrio	denitrificans	DN34T
wastewater	flagella	no	Acetanaerobacterium 	elongatum	Z7T
hypersaline environment	flagella	no	Halomonas	anticariensis	FP35T
soil	flagella	no	Halomonas	anticariensis	FP35T 
wastewater	non-motile	no	Desulfatibacillum	alkenivorans	PF2803T
soil	flagella	yes	Clostridium	jejuense	HY-35-12T 
plant associated	flagella	not indicated	Burkholderia	phytofirmans	PsJNT
other	flagella		Halonotius	Halonotius pteroides	1.15.5
other	flagella	not indicated	Halonotius	pteroides	1.15.5
other	__motile, but unspecified structure__	yes	Natronomonas 	Natronomonas moolapensis	8.8.11
other	__motile, but unspecified structure__	not indicated	Natronomonas	moolapensis	8.8.11
__freshwater sediment (river, lake, pond__	flagella	no	Asticcacaulis	taihuensis	T3-B7T
__freshwater sediment (river, lake, pond__	non-motile	no	Novosphingobium	taihuense	T3-B9T
other	not indicated	yes	Pseudonocardia 	ammonioxydans	H9
other	not indicated	yes	Pseudonocardia 	ammonioxydans	H9
other	flagella	no	Cellulosimicrobium	funkei	W6122
soil	non-motile	not indicated	Agromyces	neolithicus	 23-23T
soil	non-motile	not indicated	Agromyces	salentinus	20-5T
food product	non-motile	no	Psychrobacter	alimentarius	JG-100T
plant associated	non-motile	no	Chryseobacterium	kwangjuense	KJ1R5
seawater	flagella	no	Marinobacter	daepoensis	SW-156T
other	flagella	not indicated	Treponema	porcinum	14V28T
hotspring	flagella	no	Thermosinus	carboxydivorans	Nor1T
other	non-motile	no	Kangiella	koreensis	SW-125T
other	non-motile	no	Kangiella	aquimarina	 SW-154T
food product	non-motile	no	Janibacter	melonis	CM2104T
other	non-motile	yes	Rhodococcus	imtechensis	RKJ300
hypersaline environment	flagella	no	Idiomarina	ramblicola	R22T
hypersaline environment	non-motile	not indicated	Salipiger	mucescens	A3T
plant associated	__motile, but unspecified structure__	no	Pantoea	allii	BD 390T
human - mouth	not indicated	not indicated	Mycoplasma	amphoriforme	A39T
other	flagella	not indicated	Aeromonas	molluscorum	848TT
other	non-motile	no	Millisia	brevis	J81
soil	flagella	yes	Anaerosporobacter	mobilis	HY-37-4T
__freshwater (river, lake, pond)__	flagella	no	Phenylobacterium	lituiforme	FaiI3T
bioreactor	flagella	no	Syntrophomonas	erecta	GB4-38T
marine sediment	flagella	not indicated	Photobacterium	frigidiphilum	SL13T
seawater	flagella	no	Marinomonas	pontica	46-16T
hotspring	__motile, but unspecified structure__	not indicated	Aquimonas	voraii	GPTSA20T
bioreactor	flagella	yes	Desulfurispora	thermophila	RA50E1T
other	__motile, but unspecified structure__	yes	Desulfotomaculum	alcoholivorax	RE35E1
soil	non-motile	no	Pseudoxanthomonas	koreensis	T7-09T
soil	__motile, but unspecified structure__	no	Pseudoxanthomonas	daejeonensis	TR6-08T
seawater	flagella	no	Photobacterium	haloterans	MACL01
hypersaline environment	flagella	no	Salinimonas	chungwhensis	BH030046T
other	flagella	yes	Pontibacillus	 chungwhensis	BH030062T
seawater	non-motile	no	Porphyrobacter	donghaensis	SW-132T
other	non-motile	no	Odoribacter	denticanis	B106
other	not indicated	yes	Micromonospora	rifamycinica	AM105
food product	flagella	yes	Geobacillus	tepidamans	GS5-97T
soil	non-motile	no	Microbacterium	natoriense	TNJL143-2T
bioreactor	non-motile	no	Granulicoccus	phenolivorans	PG-02T
hypersaline environment	flagella	no	Nitrincola	lacisaponensis	4CAT
soil	not indicated	yes	Actinomadura	napierensis	B60T
other	__motile, but unspecified structure__		Advenella	incenata	LMG 22250T
other	non-motile	no	Petrimonas	sulfuriphila	BN3T
